KR0008	􁀙
[(召-刀+(美-(王/大)))*巳]	􅘧
[(台*辛)/木]	􃒳
[(台/十)*力]	􂉐
[(右/羊)*炎]	􃔼
[(司-(一/口)+井)*寸]	􄖢
[(各-口)/鬼]	􄭴
[(吅*口)/母/(吅*口)]	􂀐
[(合-一+土)*月]	􂭳
[(合/(侖-亼))*欠]	􂅋
[(合/酉)*欠]	􂹙
[(吉*(口/又))/豕]	􅣰
[(吉/木)*(企-止+米)]	􄬤
[(同-(一/口)+(人/人))*巳]	􃯿
[(同-(一/口)+巳)*或]	􂯪
[(向-口+人)/儿]	􅬟
[(咒-几+?)/廾]	􃧸
[(咒-几+亞)*斤]	􃛢
[(咒-几+卓)*斤]	􂬖
[(哉-口+(万-一))/立]	􂌅
[(員-口+ㄙ)*云]	􄯁
[(哭-、)/土]	􃻦
[(哭-、)/王]	􃭱
[(哭-犬+土)*犬]	􄛂
[(哭-犬+果)*力]	􅙊
[(哭-犬+田)*鳥]	􄕕
[(啗-口+韋)-臼+(〡*日)]	􅛠
[(單-(口*口)+(ㄙ*ㄙ))*犬]	􅂟
[(嗀-一)/束]	􃠮
[(嗀-一)/水]	􃠭
[(嘆-口)*鳥]	􄔊
[(嘆-口)-廿+(共-八)]	􃦎
[(嘹-口)-(日/小)+目]	􅓾
[(嘹-口)-(日/小)+貝]	􂐤
[(器-犬)*(口/口)]	􃆦
[(器-犬+工)*支]	􃙇
[(器-犬+工)*皮]	􃠍
[(囗@(企-止))/一/?]	􂻭
[(囟-乂+夕)*(走-土+(了-(丁-一)))]	􂪔
[(囱-夕)@小]	􂄀
[(土*(耜-耒))/廾]	􄔔
[(土*(耜-耒))/木]	􄗋
[(土*?)/皿]	􂑾
[(土*乃)/土]	􃅷
[(土*乃)/木]	􃍕
[(土*刀)/言]	􃍬
[(土*口)/耳]	􄎁
[(土*巨)/十]	􄠌
[(土*巨)/土]	􅋗
[(土*弓)/一]	􅐫
[(土*白*匕)/ㄆ]	􃑀
[(土*白*土)/几]	􃳟
[(土/(冉-土+、))*殳]	􂿢
[(土/(冗-几+糸))*ㄆ]	􅫝
[(土/(前-則)/小)*頁]	􅀯
[(土/(美-(王/大)+不))*頁]	􄿧
[(土/(舉-與))*(用-┬+干)]	􂥟
[(土/一)*(土/川)]	􅄳
[(土/之)*(前-刖+((巨-匚)@十))]	􄷣
[(土/儿/夕)*力]	􂛩
[(土/口)*羽]	􄇾
[(土/矢)*(入/米)]	􄔛
[(土/石)*(列-歹)]	􂁹
[(土/示)*(入/米)]	􄥈
[(土/示)*(又/米)]	􄥇
[(土/米)*(土/米)]	􄴈
[(土/米)*頁]	􄱤
[(土/魚)*ㄆ]	􃮋
[(圪-乙+口)/耳]	􅫹
[(圪-乙+日)/皿]	􅕒
[(圪-乙+田)/皿]	􃒵
[(圭*丸)/乃]	􄧮
[(圭*丸)/火]	􄙆
[(圭*九)/大]	􄨚
[(圭*刃)/手]	􅛃
[(圭*刃)/木]	􄕽
[(圭*力)/丸]	􄒢
[(圭*欠)/廾]	􅃗
[(圭/〡)*頁]	􅉼
[(圭/木)*殳]	􃱟
[(垂-土+木)*頁]	􃀖
[(垂-工+木)*夬]	􅏊
[(堂-(口/土)*ㄗ)/示]	􅔍
[(堊-王+田)*鳥]	􂎢
[(塵-土+囷)-比+(ㄙ*ㄙ)]	􅔒
[(塵-土+黑)-比+(ㄙ*ㄙ)]	􄼾
[(壑-土)-又+巠]	􃈒
[(士/(ㄇ@一))*殳]	􅫫
[(士/冗)*ㄆ]	􃘳
[(士/几)*(口/又)]	􅫬
[(士/几)*殳]	􃫩
[(士/示)*(暴-(日/共)+又)]	􃬱
[(士/絲)*(而/口)]	􂯎
[(壴*欠)/心]	􄍈
[(壴*皮)/口]	􃢧
[(壴*皮)/心]	􄍍
[(壴*皮)/耳]	􃅶
[(壴*皮)/革]	􃭷
[(壴-士+山)*支]	􂺀
[(壹*皮)/兆]	􄷘
[(壹*皮)/目]	􄌂
[(壹-豆+(夕*(ㄗ@、)))*(口/一/乂)]	􄨹
[(壹-豆+?)*(殳/二)]	􄂄
[(壹-豆+亞)*(女/?/木)]	􂒅
[(壹-豆+方)*毛]	􃼙
[(夕*(ㄗ@、))/貝]	􄂴
[(夕*?)/虫]	􃹩
[(夕*、寸、)/(口/(之-、))]	􄛐
[(夕*匕)/土]	􅏩
[(夕*匕)/巾]	􄤏
[(夕*匕)/田]	􄶈
[(夕*匕)/豆]	􃕨
[(夕*匕)/食]	􄱹
[(夕*口)/食]	􃙿
[(夕*己)/食]	􃼌
[(夕*巳)/土]	􅍇
[(夕-、+一)*(〡/下)]	􅯳
[(夕/安)*鳥]	􅦁
[(夕/火)*(ㄆ/火)]	􃴎
[(夕/火)*(夕/火)]	􅌐
[(夕/火)*(廿/火)]	􃒭
[(夕/火)*(米*田)]	􃟙
[(夕/火)*巢]	􃖦
[(夕/火)*束]	􂗱
[(夕/臼)*鳥]	􂒥
[(大/云)*包]	􂏃
[(大/山/巾)*羽]	􃭭
[(大/月)*有]	􂁌
[(大/月)*皮]	􂿞
[(大/木)*頁]	􄻟
[(大/目)*皮]	􂍺
[(大/禾)*(ㄆ/田)]	􃶜
[(大/羊)*炎]	􄢟
[(天*天)/皿]	􄬂
[(天*天)/高]	􃚔
[(太/耳)*皮]	􂴜
[(夫*夫)/蟲]	􄟢
[(夫-二+((ㄙ*ㄙ)/一))/(企-止+(火*火))]	􄓟
[(夭-大)/虫/(凶-ㄨ+廾)]	􂀓
[(夭/止)*(小/月)]	􃫾
[(夾-(人*人)+((人/人)*(人/人)))*毛]	􂧸
[(夾-(人*人)+(前-刖))*(巢-果+百)]	􅆰
[(夾-(人*人)+(前-刖))*米]	􄲞
[(夾-(人*人)+(口*口))/((┌@一)/一)]	􅏴
[(夾-大+(孛-子))/子]	􃭑
[(奐-大+比)/ㄆ]	􅫕
[(契-大+言)-刀+刃]	􅠕
[(奧-釆+米)*毛]	􅬹
[(奭-人+大)*斗]	􂻎
[(女*(山/隹))/(雋-隹)]	􄣂
[(女*丸)/木/心]	􂞯
[(女*民)/曰]	􄰙
[(女/女)*甘]	􃋗
[(妳-女)-小+水]	􂫲
[(妳-女+(泳-永))-小+(八/吉)]	􄗘
[(妳-女+歹)/虫]	􃢣
[(姊-女)-?+?]	􃪭
[(媲-女)*頁]	􄝡
[(嫡-女-十)/衣]	􅦫
[(嬴-口)-女+(口/虫)]	􂣴
[(孛-土+工)-子+(只-口+土)]	􅢯
[(孛-土+工)-子+(土/巾)]	􅢮
[(孛-子+(土/一/(並-(前-刖))))*(孛-子+米)]	􅁋
[(孛-子+?)/(足-口+田)]	􃻖
[(孛-子+未)*卑]	􃨛
[(孛-子+歹)*殳]	􃸃
[(孝-子+工)/几]	􅝜
[(學-子+禺)-爻+(与-(乏-之))]	􃑷
[(宋-木)/火/ㄆ]	􂷿
[(宋-木+?)/(冗-几+力)]	􅭭
[(宋-木+几)*辱]	􂹜
[(宋-木+几)*鳥]	􅥼
[(宋-木+北)/免]	􂠋
[(宋-木+炎)*毛]	􄭰
[(宭-尹+工)*ㄆ]	􃕼
[(害*谷)/土]	􄑈
[(宴-女)/(大/(介-人))]	􂀡
[(宴-女)/大/(介-人)]	􂀤
[(富-一)-曰+口]	􃎟
[(寧-心+一)*告]	􄝒
[(尚*(口/又))/甫]	􅒅
[(尨-(彰-章)+(白-日))*鳥]	􃯏
[(尨-、)*鳥]	􃖋
[(尪-尢+瓦)-王+壬]	􂠐
[(尸-(厂-一)+〡)/(司-口)]	􂨄
[(尸@(口/口))*(〦/羊)]	􅈉
[(尸@(非/蜀))*斤]	􂳮
[(尸@工)*頁]	􄗔
[(尸@工)*鳥]	􅥾
[(尸@日)*尃]	􂟶
[(尸@月)*(乏-之+尢)]	􃓮
[(尸@月)*(辛-二+三)]	􄸸
[(尸@未)*又]	􃏦
[(尸@言)*(〦/羊)]	􄰧
[(尸@言)*(廷-壬+(〦/羊))]	􄬭
[(尸@言)*(辛-二+三)]	􄴭
[(尸@言)*令]	􂗥
[(屧-彳)-木]	􅧭
[(屩-尸+戶)-(夭-口)+右]	􅙌
[(屩-彳+(冰-水+〡))-(夭-口)+右]	􄸮
[(屮/豆)*(色-巴+又)]	􄆑
[(山/(烈-列+里))*鳥]	􃵅
[(山/僉)*殳]	􃿊
[(山/巳)*支]	􂁐
[(山/用)*甫]	􄇀
[(山/甫)*犬]	􄜸
[(崋-山)-一+(卄*├)]	􃬊
[(崖-山)*頁]	􃰏
[(嶚-山+一)-小+火]	􃭜
[(巢-果+(一/自))*卒]	􃧓
[(巢-果+凶)*宁]	􃿆
[(巢-果+百)*〡*臣]	􄂪
[(巢-果+缶)*宁]	􃨄
[(工*(几-(厂-一)+手))/心]	􃦅
[(工*几)/儿]	􂙁
[(工*几)/木]	􄛏
[(工*几)/石]	􂾲
[(工*几)/車]	􅡸
[(工*几)/馬]	􅜑
[(工*几)/鳥]	􂻨
[(工*凡)/言]	􂳊
[(工*刀)/言]	􃍉
[(工*勿)/心]	􅭤
[(工*口)/耳]	􄍯
[(工*口)/言]	􅏟
[(工*口)/金]	􅖷
[(工*欠)/日]	􂺑
[(工/土)*(厂-一)*是]	􃼢
[(工/土)*(厂-一)*氏]	􃼡
[(巨*又)/目]	􄾒
[(巨*又)/羽]	􄒓
[(巨-匚)*(十/十)]	􃪵
[(巨-匚)/(冗-几+(人/口))]	􄦤
[(巨-匚)/(冗-几+(白-日+口))]	􂦥
[(巨-匚)@二]	􂵏
[(巨-匚)@十]	􄊲
[(巨-匚/句)*(夕-、)]	􅐷
[(巫-工+土)/日]	􂐕
[(己*殳)/毛]	􃼜
[(己-(乳-孚))/巾]	􅖞
[(己-(乳-孚))/皿]	􅕂
[(巳/廾)*ㄆ]	􃑚
[(常-吊+子)*力]	􄱶
[(幅-巾)*(幅-巾)]	􅬘
[(幅-巾)*司]	􅙝
[(干*干)/皿]	􄅩
[(平-十+木)/(冓-冉+木)]	􃫰
[(并*殳)/心]	􂌍
[(并-廾)/(冓-冉)/衣]	􂍕
[(幺*(各-口+田))/逮]	􂀚
[(序-予+(林/比))/米]	􄈻
[(序-予+(林/路))/糸]	􂟏
[(序-予+林)/女]	􂋟
[(序-予+林)/目]	􂫔
[(序-予+林)/肉]	􃆡
[(序-予+林)/香]	􃍦
[(序-予+猒)/手]	􂤯
[(序-予+雔)/言]	􄊆
[(序-予+非)*斗]	􄉹
[(庖-巳+又)/一]	􄻩
[(度-又+(人*人))*ㄆ]	􃡕
[(度-廿+?)*ㄆ]	􃁃
[(庴-日+(人*人))*鳥]	􃝑
[(廷-壬+手)*頁]	􅆁
[(廿*├)/(?@貝)]	􃨮
[(廿*廿)/(冗-几+足)]	􂢨
[(廿/中/工)*寸]	􅒪
[(廿/申)*蔑]	􂞢
[(弋-、)-一+(一/口/(冗-几+、))]	􄠱
[(弋-、)-一+(一/口/(冗-几+力))]	􄣌
[(弓*(乞-乙+小))/食]	􅅮
[(弓*(企-止+爾))/土]	􄅗
[(弓@(白-日+(白-日)))*昔]	􂦻
[(弓@十)/一]	􄦶
[(弟*ㄆ)/刀]	􂡮
[(強-ㄙ+口)/力]	􂱠
[(弼-百+?)/羊]	􃫣
[(彔-(彖-豕)+(┐@一))*頁]	􂲎
[(彖-(彖-豕)+(┐@一))*(口/又)]	􄴆
[(彖-(彖-豕)+(┐@一))*ㄆ]	􄭫
[(彖-(彖-豕)+(┐@一))*古]	􅁹
[(彖-(彖-豕)+(┐@一))/虫]	􄋈
[(彖-ㄑ-(彖-豕)+(┐@一))*ㄆ]	􅉗
[(彰-章+(彰-章))/林]	􃎁
[(彰-章+?)/(厂@毛)]	􃀢
[(彰-章+皮)/支]	􅨊
[(彰-章+齒)/召]	􅣉
[(彳*〡*冬)/心]	􅃈
[(彳*三*亍)/心]	􅋑
[(彳*言*亍)/心]	􃭎
[(德-彳)-一]	􄧙
[(徹-彳+木)-ㄊ+去]	􅞌
[(徽-糸+〡)-山+中]	􅎊
[(怡-台+(前-刖+支))*(舉-與)]	􅂓
[(怡-台+有)/向]	􅍗
[(恭-八)-(丁-一)+(〡*〡)]	􄑫
[(應-心)/言]	􃍄
[(懞-一)-卄+((並-(前-刖))-一)]	􃬧
[(戒-廾+夕)/口]	􃶣
[(戶*又)/木]	􅞟
[(戶*戈)/木]	􄝏
[(扁-戶+(一/口))*司]	􄨧
[(打-丁)*(你-人)/(你-亻*你-亻)]	􂃴
[(打-丁)*(倢-亻)]	􂁧
[(打-丁)*彳*(恙-心+八)]	􄸆
[(打-丁+(〡*((白-日)/ㄑ)))/月]	􅉃
[(打-丁+(敲-高))/虫]	􅈟
[(打-丁+(西-兀+(一/廿)))/火]	􃠡
[(打-丁+勿)/心]	􄼆
[(打-丁+匆)/心]	􃀎
[(打-丁+弓)/一]	􅏃
[(打-丁+手)*月]	􅀉
[(打-丁+片)/夕]	􃑶
[(招-刀+(美-(王/大)))]	􅖦
[(挨-矢+天)/鳥]	􅖮
[(捅-、)-用+豕]	􄿁
[(捐-口+(口/└))*戈]	􅗆
[(捐-口+(口/一))*戈]	􅕼
[(掘-口+(一/由))-出+((走-土)-一+人)]	􂗎
[(摨-尸+自)-牛+十]	􃻀
[(擴-厂+尸)-黃+圭]	􂊬
[(改-己+牙)/力]	􃢪
[(敖-士+出)/女]	􄀂
[(敝-ㄆ)-?+?]	􃦚
[(敲-高)*邑]	􃞫
[(敲-高+(土/木))/牛]	􃛵
[(敲-高+木)/山]	􃕖
[(敲-高+石)/言]	􅩕
[(敲-高+糸)/皿]	􃽄
[(文*民)/(〦-一+貝)]	􃋘
[(文/巾)*爪]	􃗋
[(文/木)*ㄆ]	􅃍
[(方*(巟-亡+ㄙ))/玊]	􃫻
[(方*反)/肉]	􃻜
[(方*斤)/(企-止+土)]	􅘒
[(旅-方)-(乞-乙)]	􃕜
[(旡*攵)/厂]	􂁝
[(既-旡)*(耶-耳)]	􂁣
[(日*(美-(王/大)+口))/大]	􅄦
[(日*巳)/心]	􄓲
[(日*日)/一/(日*日)]	􁻘
[(日/止)*(昝-人+卜)]	􂕕
[(日/皿)*毛]	􄛲
[(昃-人+?)*頁]	􃚽
[(昝-人+卜)-日+虫]	􄀈
[(春-三+二)-日+目]	􄂿
[(普-(美-(王/大)))/鼓]	􃫈
[(暇-日)-(己-(乳-孚))+几]	􅮕
[(暇-日)-(己-(乳-孚))+口]	􂎊
[(暇-日)/卵]	􂢄
[(暇-日+口)-(巨-匚)+几]	􄇞
[(暴-(日/共)+夭)/甘]	􃧑
[(暴-(日/共)+夾)*(ㄗ@、)]	􃥳
[(曰/(合-一))*斤]	􂞤
[(曰/月)*(大/食)]	􄬠
[(曰/月)*(犬/鬼)]	􅫯
[(更-一)*鳥]	􃟷
[(曷-人+乂)*頁]	􂟻
[(曼-又+方)*ㄆ]	􃝠
[(曾-日+目)*力]	􄄉
[(月-二)@(冰-水)]	􂺯
[(木*刃)/木]	􄜻
[(木*夕*木)/(冗-几+心)]	􅗉
[(木*夕*木)/木]	􄽦
[(木*歹*木)/木]	􂨼
[(木*歹*木)/示]	􄡒
[(木*矛)/木]	􅤭
[(木-(企-止)+((人/人)*(人/人)))/ㄎ]	􃩁
[(木-(企-止)+((人/人)*(人/人)))/又]	􃽜
[(木/木)*戈]	􃪐
[(木/火)*戈]	􃲙
[(束*ㄆ)/厘]	􅕽
[(束*ㄆ)/止]	􄽥
[(束*力)/止]	􂏊
[(束*支)/心]	􄼟
[(束*束)/(釆*釆)]	􄶾
[(束*束)/心]	􅙩
[(束*束)/火]	􂲦
[(束-木+十)*犬]	􄣫
[(東/巴)*爭]	􁾄
[(林/日)*ㄆ]	􂸄
[(林/白)*支]	􄡼
[(林/肉)*ㄆ]	􄣐
[(林/隹)*支]	􄝆
[(林@夕)/(冗-几+焱)/(烈-列)]	􄳅
[(林@夕)/(烈-列+(冗-几+林))]	􄳰
[(栗-口+曰)-木+(虫*虫)]	􃾏
[(栗-木+土)*ㄆ]	􃑄
[(栗-木+土)*毛]	􂧉
[(栽-、)-木+万]	􃲚
[(桑-木+(疊-畾))*毛]	􃉦
[(條-木+火)/心]	􅡁
[(梳-木+目)-ㄊ+(└@乂)]	􃻶
[(棄-ㄊ+去)-木+一]	􅬑
[(棩-木)-一]	􄉔
[(概-木+彳)-旡+丸]	􃸻
[(樊-爻+ㄠ)/邑]	􅐵
[(橐-(石/木)+(壺-(壹-豆)))*(土/(前-刖+米))]	􅑄
[(橐-(石/木)+?)*(十/卄/木)]	􃟀
[(橐-(石/木)-十)+(人/虫)]	􄐔
[(橑-小)-日+(工/十)]	􃰩
[(檄-木+火)-ㄆ+九]	􅩶
[(檖-(這-言))/火]	􃕿
[(止-├+乍)*瓦]	􃍟
[(止/(谷-口+月))*又]	􄨻
[(止/(谷-口+目))*(口/又)]	􄥷
[(止/(谷-口+目))*支]	􅕾
[(止/(谷-口+目))*殳]	􄢬
[(止/?)*(十/田/寸)]	􃜰
[(止/井)*又]	􅕔
[(止/八/目)*殳]	􄫔
[(止/夕)*几]	􅃽
[(止/夕)*食]	􅧤
[(止/天)*(企-止+米)]	􅜍
[(止/天)*欠]	􅫲
[(止/工/丁)*(((甬-用)-、+一)/皮)]	􃵝
[(止/日/(匚@一))*(美-(王/大)+口)]	􃓇
[(止/月)*又]	􅐒
[(止/有)*又]	􄢴
[(止/水)*頁]	􅚕
[(止/目)*又]	􃤪
[(止/矢)*(企-止+米)]	􅯯
[(止/矢)*余]	􂊤
[(止/石)*(又/口)]	􄢪
[(止/石)*(口/又)]	􅛹
[(止/石)*圣]	􃏲
[(止/石)*谷]	􄜷
[(止/示)*(入/米)]	􅣗
[(止/示)*余]	􂣬
[(止/米)*ㄆ]	􄉂
[(止/脊)*ㄆ]	􅫔
[(止/脊)*殳]	􂓙
[(止/谷)*又]	􃹝
[(武*武)/貝]	􅏓
[(歲-止+山)*欠]	􅆳
[(歲-止+山)*羽]	􅚾
[(歹*(乞-乙+小))/虫]	􄜊
[(歹*(乞-乙+小))/食]	􃞳
[(歹*巳)/田]	􅫎
[(歹*巳)/食]	􄸒
[(歹*才)/木]	􄱋
[(歹*民)/日]	􅧖
[(殤-歹+日)-勿+大]	􅧒
[(殤-歹+月)-昜+(日/(句-口+匕))]	􄙂
[(殷-殳+(口/又))/廾]	􅇺
[(殼-一)/卵]	􂢤
[(殼-一)/手]	􃹃
[(母-(、/、)+║)/心]	􃽋
[(每*殳)/心]	􂖪
[(每-(、/、)+〡)*人]	􂜟
[(毤-八+ㄙ)-毛+ㄆ]	􂋔
[(毤-公+土)-毛+人]	􄔑
[(氏*ㄆ)/一]	􄴘
[(水/水)*頁]	􃫏
[(沅-兀+艮)/寸]	􂞺
[(沉-几+(丰/口))/土]	􄇔
[(沷-乂+又)/金]	􃐒
[(治-口+月)*(乳-孚)]	􃘺
[(泳-永+頁)*束]	􄐝
[(湤-方)-也+几]	􄨦
[(溼-一)-土+工]	􃲹
[(漢-夫+土)*鳥]	􂞑
[(潦-(日/小)+(舉-與))/土]	􄿘
[(火*火)/(工*刀)]	􅄯
[(火*火)/(石-口+又)]	􃾑
[(火*火)/　]	􂨝
[(火*火)/乃]	􂭍
[(火*火)/弓]	􂅟
[(火*火)/方]	􄘎
[(火*火)/火]	􄡜
[(火/(夫-人+(厂-一)))*炎]	􃴍
[(火/六)*頁]	􅄰
[(炎/舛)*ㄆ]	􃳲
[(炙-火)*ㄗ]	􄇋
[(炙-火+孑)*ㄆ]	􂠝
[(烈-列)/大/廾]	􅏏
[(烈-列+(夕-、))/言]	􅓫
[(烈-列+(罩-卓))/果]	􅄴
[(烈-列+土)*(烈-列+土)]	􄱆
[(烈-列+夕)*ㄆ]	􅊄
[(爵-(即-ㄗ+寸)+(鬯-凵+囗))*又]	􄇧
[(爾-八+(釆-禾))*見]	􂹊
[(爾/虫)*皮]	􂏅
[(爿*ㄆ)/心]	􄸏
[(爿-一)*十]	􅒟
[(牙*(敲-高))/刀]	􅕙
[(牙*ㄆ)/(厂/干)]	􅫜
[(牙*ㄆ)/(厂@千)]	􃞔
[(牙*ㄆ)/万]	􅫒
[(牙*ㄆ)/厂]	􄈊
[(牙*ㄆ)/尾]	􃟋
[(牙*ㄆ)/束]	􄉈
[(牙*ㄆ)/正]	􄩢
[(牙*ㄆ)/里]	􂯼
[(牙*ㄉ)/里]	􂉸
[(牙*力)/厘]	􃤰
[(牙*力)/心]	􅝪
[(牙*又)/(厂@力)]	􃊞
[(牙*牙)/木]	􅤪
[(牙-(必-心))*(牙-(必-心))]	􅘎
[(牙-才+十)*(牙-才+十)]	􅊝
[(牛*ㄉ)/刀]	􃯤
[(犀-〡)-牛+乙]	􅧰
[(犀-尸)-牛+十]	􃥦
[(犀-牛)-〡+(乳-孚)]	􅧱
[(犀-牛)-〡+└]	􃺠
[(犛-未+牙)-ㄆ+(敲-高)]	􄾍
[(犛-未+牙)-牛+來]	􄾨
[(狂-王)*彳*(十/下)]	􄦲
[(狂-王+犬)/力]	􃗵
[(狂-王+犬)/鳥]	􅅸
[(狦-(狂-王))*寸]	􄖑
[(狦-(狂-王))/日]	􃻹
[(猭-(彖-豕)+(┐@一))/虫]	􄚯
[(玄德)@○]	􁻧
[(率-ㄠ+(ㄠ-ㄙ))-十+儿]	􅐳
[(王*丸)/火]	􄗉
[(王*勿)/心]	􄖫
[(王*匆)/心]	􃪾
[(王*夕)/(千/山)]	􅢋
[(王*日)/文]	􄹲
[(王*日)/木]	􃙩
[(王*昍)/(王*屾)]	􂰄
[(王*民)/月]	􄇼
[(王/王)*((日*日)/屾)]	􂰉
[(玝-十+小)/食]	􄧄
[(環-王+木)-口+(ㄠ-ㄙ)]	􃼺
[(璺-玉+山)-口+(巨-匚)]	􂿟
[(瓜-(乂-(必-心)))*ㄗ]	􅬥
[(瓜-、)/田]	􃇋
[(甚-儿+乂)*冘]	􃺎
[(甚-儿+人)*皮]	􃺳
[(甚-匹+(岡-山+十))*犬]	􃦵
[(甚-匹+正)*支]	􃜖
[(生*ㄆ)/力]	􄡎
[(生/(丹-、+〡))*見]	􄆅
[(生/(同-(一/口)+┴))*鳥]	􃦼
[(甫-、)/万]	􃿎
[(甫-、)/方]	􂍰
[(甬-用+((巨-匚)@一))*皮]	􄿳
[(甬-用+((巨-匚)@一))*鳥]	􅛵
[(甬-用+((巨-匚)@十))*皮]	􄨷
[(甬-用+((巨-匚)@十))*隹]	􅫿
[(甬-用+((巨-匚)@十))*頁]	􄗦
[(甬-用+((巨-匚)@十))*鳥]	􅅹
[(甬-用+(冗-几+禾))*毛]	􄠜
[(甬-用+丑)*皮]	􄍣
[(田*田)/((止/天)*奓)]	􂞶
[(田/ㄠ)*頁]	􄨞
[(田/十)*久]	􂨬
[(田/各)*卜]	􅫌
[(田/虫)*昆]	􃅰
[(申/八/女)*頁]	􃆁
[(男*男)/女]	􄌟
[(留-刀)-田]	􂰶
[(留-田)-刀+ㄗ]	􂣠
[(畾/(冗-几+互))*毛]	􂎬
[(畾/且)*毛]	􂇄
[(疆-(彊-弓))*(口/虫)]	􄓽
[(疆-(彊-弓))-土+(鹵-├)]	􃭄
[(病-(序-予)+厂)-丙+臾]	􃮂
[(病-丙)-〦+一]	􃰼
[(病-丙+(雍-〦))/月]	􅃉
[(病-丙+付)/木]	􄰹
[(病-丙+猒)/心]	􄞑
[(病-丙+猒)/黑]	􄋕
[(白-日+(丹-、+十))*寸]	􄓳
[(白-日+(鹵-├))*疋]	􃼹
[(白-日+?)/土]	􃪱
[(白-日+臣)*益*(白-日+臣)]	􃳹
[(白-日+臣)*角*(白-日+臣)]	􃳺
[(白/万)*(ㄆ/手)]	􂏙
[(白/儿)*夫]	􂋫
[(白/比)*頁]	􅒒
[(白/虫)*虫]	􄉙
[(百-日+(回-口+日))/旦]	􅏤
[(百-日+回)/旦]	􅐈
[(百-日+目)/(冗-几+心)]	􂱡
[(皮-(〡/又)+(王/匆))/口/禾]	􅕄
[(盡-(烈-列))-皿+足]	􃮷
[(目*〡)/一/(〡*目)]	􄈯
[(目*刃)/木]	􄽝
[(目*有)/大]	􄦳
[(目*目)/(冗-几+瓦)]	􅢘
[(目*目)/一/几]	􅢖
[(目*目)/兀]	􄋹
[(目*目)/冗]	􅢗
[(目*目)/千/山]	􅑞
[(目*目)/正]	􅢙
[(目*目)/鳥]	􅙸
[(看-目)*乂]	􅀊
[(看-目)*邑]	􅖻
[(瞭-目-(日/小))/干]	􅇾
[(知*千)/黽]	􃳜
[(石*(〦/羊))/石]	􄕡
[(石*(立/工))/女]	􅊊
[(石*弋)/聿]	􅘲
[(石*戈)/聿]	􅎬
[(石*支)/聿]	􅘑
[(石*豕)/手]	􄻕
[(社-土)*曾*毛]	􄖶
[(社-土+(旃-方))-丹+?]	􄙙
[(社-土+衣)/月]	􅈛
[(禾*丸)/山]	􃑦
[(禾*占)/尒]	􅍡
[(禾*夭)/日]	􄩊
[(禾*尤)/上/日]	􂆭
[(禾*尤)/里]	􂜑
[(禾*月)/木]	􄷖
[(禾*欠)/〦/日]	􅫀
[(禾/几)*責]	􅣶
[(禾/尒)*易]	􃛜
[(禾/米)*(卑-(白-日))]	􄬝
[(禾/米)*占]	􃳒
[(禾/米)*离]	􄍶
[(秉-千+ㄥ)*(秉-千+ㄥ)]	􂧣
[(稯-禾)-凶+(鬯-匕)]	􃆈
[(穀-(一/禾)+夕)/ㄗ]	􄊻
[(穀-(一/禾)+未)/會]	􄋱
[(穀-(一/禾)+米)/會]	􂈊
[(穀-禾)/手]	􃳪
[(立*立)/吉]	􄆽
[(立-一+可)*皮]	􅞬
[(立/(可-一))*皮]	􃞎
[(立/口)*皮]	􄼀
[(立/大)*力]	􂓑
[(立/月)*(巳/衣)]	􅦯
[(童-土+十)*頁]	􃅴
[(竺-二+一)/韋]	􂥭
[(筐-王+僉)*殳]	􃯀
[(筑-凡+几)/(企-止+ㄆ)]	􃷑
[(箇-古+夕)/心]	􃂑
[(篠-〡)-木+用]	􂬃
[(米*殳)/廾]	􄵚
[(米/田)*(貴-貝+田)]	􄡸
[(米/田)*去]	􃡈
[(米/舛)*凡]	􄪄
[(糸*ㄆ)/中/一]	􄧵
[(糸*ㄆ)/虫]	􄫂
[(糸*昌)/立]	􂰆
[(糸*甫)/木]	􂟦
[(系-小)/子]	􄫍
[(素-糸)/心]	􅇽
[(素-糸+八)*頁]	􄸼
[(素-糸+回)*欠]	􃡫
[(索-糸)/石/木]	􂮜
[(綴-糸)*出]	􅠜
[(繭-卄+(釆-禾)-虫+糸)/虫]	􄦮
[(繭-虫+糸)/虫]	􄸵
[(网-(ㄨ*ㄨ)+又)/(匚@一)]	􅜴
[(网-(ㄨ*ㄨ)+又)/麗]	􃞋
[(网-ㄨ)*鬼]	􃨂
[(网-ㄨ)/(紿-口+月)]	􂤌
[(网-ㄨ)/亡]	􃩤
[(网-ㄨ)/免]	􄩾
[(网-ㄨ)/山]	􃩭
[(网-ㄨ)/月]	􄔬
[(网-ㄨ)/民]	􃛍
[(网-ㄨ)/紙]	􃩣
[(网-ㄨ)/音]	􄥡
[(罕-干)/(吅*口)/夾]	􂁚
[(罩-卓+(一/水))*羽]	􃉵
[(罩-卓+止)*寸]	􃖩
[(罩-卓+止)*瓦]	􂦯
[(罩-卓+正)*寸]	􅨔
[(罽-厂)-炎+(〦/(米-木+大))]	􄛬
[(羊*月)/木]	􄷜
[(羌-儿+(?*人))/(盜-皿)]	􃱈
[(羌-儿+(土*人))/(盜-皿)]	􃱇
[(羍*丮)/衣]	􄃬
[(羍-干+十)*訇]	􄈼
[(美-(王/大))*万]	􄞠
[(美-(王/大)+((巨-匚)@十))*鳥]	􅛯
[(美-(王/大)+弔)*令]	􂓝
[(美-(王/大)/口)*刀]	􄔞
